Фирма,Область,Код области,Товар,Код товара,ЕИ,Производитель,Количество,Поставщик
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,205,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,5371001.0,УП,"Астра Зенека  АБ, Швеція",134,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,205,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,173.0038,УП,"Астра Зенека  АБ, Швеція",74,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,205,Фазлодекс р-н д / ін 250мг / 5мл предв.заполн.шпріц 5мл N2 з 2-ма стер.ігламі*,173.0092,УП,"Астра Зенека ЮК Лімітед, Велика Британія",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,205,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,5581002.0,УП,"Астра Зенека ЮК Лімітед, Велика Британія",1224,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",НИКОЛАЕВСКАЯ,206,Аримідекс табл.в / пл.об. 1 мг N28 (14х2) блістер *,173.0011,УП,"Астра Зенека Фармасьютикалс ЛП,США/Астра Зенека ЮК Лiмiтед, Великобританiя",2,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",НИКОЛАЕВСКАЯ,206,Беталок ЗОК табл.в / пл.об. з упов.вив.100мг N30 фл. *,173.0021,УП,"Астра Зенека  АБ, Швеція",11,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",НИКОЛАЕВСКАЯ,206,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,173.0024,УП,"Астра Зенека  АБ, Швеція",38,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",НИКОЛАЕВСКАЯ,206,Беталок ЗОК табл.в / пл.об. з упов.вив.50мг N30 фл. *,173.002,УП,"Астра Зенека  АБ, Швеція",28,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",НИКОЛАЕВСКАЯ,206,Брилінта табл. в / пл.об. 60мг №56 (14х4) блістер,5371007.0,УП,"Астра Зенека  АБ, Швеція",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",НИКОЛАЕВСКАЯ,206,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,173.0088,УП,"Астра Зенека  АБ, Швеція",29,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",НИКОЛАЕВСКАЯ,206,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,6503001.0,УП,"АстраЗенека АБ, Швеція",7,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",НИКОЛАЕВСКАЯ,206,Золадекс капс.д / підшк.введ.прол.дії10.8мг шпр.-аплік.з зах.мех.N1 *,173.0029,УП,"Астра Зенека ЮК Лімітед, Великобританія",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",НИКОЛАЕВСКАЯ,206,Золадекс капс.д / підшк.введен.прол.дії 10.8мг шпр.-аплік.з зах.мех.N1 Смотка 2 уп *,5585008.0,УП,"Астра Зенека ЮК Лімітед, Великобританія",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",НИКОЛАЕВСКАЯ,206,Золадекс капс.д / підшк.введен.прол.дії 3.6мг шпр.-аплік.з зах.мех.N1 *,173.0001,УП,"Астра Зенека ЮК Лімітед, Великобританія",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",НИКОЛАЕВСКАЯ,206,Касодекс табл. в / пл.об. 50мг N28 (14х2) блістер *,173.0007,УП,"Корден Фарма С.п.А (""in bulk"" пак.), Італія ( Астра Зенека ЮК Лімітед, Великобританія)",2,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",НИКОЛАЕВСКАЯ,206,Комбогліза XR табл. в / пл.об. 5 мг / 1000мг №28 (7х4),5543005.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",НИКОЛАЕВСКАЯ,206,Крестор табл. в / пл.об. 40мг N28 (7х4),173.0097,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",5,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",НИКОЛАЕВСКАЯ,206,Крестор табл. в / пл.об. 5мг N28 (14х2) блістер,173.0087,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",25,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",НИКОЛАЕВСКАЯ,206,Крестор табл.в / пл.об. 20мг N28 (14х2) блістер,173.0026,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",25,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",НИКОЛАЕВСКАЯ,206,Крестор табл.в / пл.об.10мг N28 (14х2),173.0025,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",14,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",НИКОЛАЕВСКАЯ,206,Ксігдуо Пролонг табл.в / пл.об.прол.дії 10 / 1000мг №28 (7х4) блістер,5543002.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",68,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",НИКОЛАЕВСКАЯ,206,Ксігдуо Пролонг табл.в / пл.об.прол.дії 5 / 1000мг №28 (7х4) блістер,5543003.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",31,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",НИКОЛАЕВСКАЯ,206,Онгліза табл.в / пл.об. 5мг N30 (10х3) блістер,173.0054,УП,"Астра Зенека ЮК Лімітед, Велика Британія",9,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",НИКОЛАЕВСКАЯ,206,Пульмікорт Турбухалер пор.д / інг. 100 мкг / доза 200 доз ***,173.0046,УП,"Астра Зенека  АБ, Швеція",2,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",НИКОЛАЕВСКАЯ,206,Пульмікорт Турбухалер пор.д / інг. 200мкг / доза 100 доз ***,173.0045,УП,"Астра Зенека  АБ, Швеція",6,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",НИКОЛАЕВСКАЯ,206,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,173.0033,УП,"Астра Зенека  АБ, Швеція",93,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",НИКОЛАЕВСКАЯ,206,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) Смотка 1+1 **,5371011.0,УП,"Астра Зенека  АБ, Швеція",14,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",НИКОЛАЕВСКАЯ,206,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,173.0034,УП,"Астра Зенека  АБ, Швеція",68,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",НИКОЛАЕВСКАЯ,206,Симбікорт Турбухалер пор.д / інг.160мкг / 4.5мкг / доза 60 доз ***,173.0031,УП,"Астра Зенека  АБ, Швеція",119,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",НИКОЛАЕВСКАЯ,206,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,5371001.0,УП,"Астра Зенека  АБ, Швеція",17,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",НИКОЛАЕВСКАЯ,206,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,173.0038,УП,"Астра Зенека  АБ, Швеція",18,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",НИКОЛАЕВСКАЯ,206,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,5581002.0,УП,"Астра Зенека ЮК Лімітед, Велика Британія",393,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ОДЕССКАЯ,207,Аримідекс табл.в / пл.об. 1 мг N28 (14х2) блістер *,173.0011,УП,"Астра Зенека Фармасьютикалс ЛП,США/Астра Зенека ЮК Лiмiтед, Великобританiя",9,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ОДЕССКАЯ,207,Беталок ЗОК табл.в / пл.об. з упов.вив.100мг N30 фл. *,173.0021,УП,"Астра Зенека  АБ, Швеція",56,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ОДЕССКАЯ,207,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,173.0024,УП,"Астра Зенека  АБ, Швеція",267,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ОДЕССКАЯ,207,Беталок ЗОК табл.в / пл.об. з упов.вив.50мг N30 фл. *,173.002,УП,"Астра Зенека  АБ, Швеція",226,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ОДЕССКАЯ,207,Беталок р-н д / ін.1мг / мл 5 мл амп. N5 *,173.0022,УП,"Сенексі, Франція",18,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ОДЕССКАЯ,207,Брилінта табл. в / пл.об. 60мг №56 (14х4) блістер,5371007.0,УП,"Астра Зенека  АБ, Швеція",14,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ОДЕССКАЯ,207,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,173.0088,УП,"Астра Зенека  АБ, Швеція",182,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ОДЕССКАЯ,207,Будесонід Астразенека сусп.д/расп.0.25 мг/мл 2мл конт.конв.№20(5х4) карт уп*,6503002.0,УП,"АстраЗенека АБ, Швеція",4,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ОДЕССКАЯ,207,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,6503001.0,УП,"АстраЗенека АБ, Швеція",143,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ОДЕССКАЯ,207,Золадекс капс.д / підшк.введ.прол.дії10.8мг шпр.-аплік.з зах.мех.N1 *,173.0029,УП,"Астра Зенека ЮК Лімітед, Великобританія",11,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ОДЕССКАЯ,207,Касодекс табл. в / пл.об. 50мг N28 (14х2) блістер *,173.0007,УП,"Корден Фарма С.п.А (""in bulk"" пак.), Італія ( Астра Зенека ЮК Лімітед, Великобританія)",4,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ОДЕССКАЯ,207,Комбогліза XR табл. в / пл.об. 5 мг / 1000мг №28 (7х4),5543005.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",9,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ОДЕССКАЯ,207,Крестор табл. в / пл.об. 40мг N28 (7х4),173.0097,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",61,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ОДЕССКАЯ,207,Крестор табл. в / пл.об. 5мг N28 (14х2) блістер,173.0087,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",104,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ОДЕССКАЯ,207,Крестор табл.в / пл.об. 20мг N28 (14х2) блістер,173.0026,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",247,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ОДЕССКАЯ,207,Крестор табл.в / пл.об.10мг N28 (14х2),173.0025,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",282,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ОДЕССКАЯ,207,Ксігдуо Пролонг табл.в / пл.об.прол.дії 10 / 1000мг №28 (7х4) блістер,5543002.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",325,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ОДЕССКАЯ,207,Ксігдуо Пролонг табл.в / пл.об.прол.дії 5 / 1000мг №28 (7х4) блістер,5543003.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",138,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ОДЕССКАЯ,207,Онгліза табл.в / пл.об. 5мг N30 (10х3) блістер,173.0054,УП,"Астра Зенека ЮК Лімітед, Велика Британія",49,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ОДЕССКАЯ,207,Пульмікорт Турбухалер пор.д / інг. 100 мкг / доза 200 доз ***,173.0046,УП,"Астра Зенека  АБ, Швеція",16,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ОДЕССКАЯ,207,Пульмікорт Турбухалер пор.д / інг. 200мкг / доза 100 доз ***,173.0045,УП,"Астра Зенека  АБ, Швеція",32,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ОДЕССКАЯ,207,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,173.0033,УП,"Астра Зенека  АБ, Швеція",198,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ОДЕССКАЯ,207,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) Смотка 1+1 **,5371011.0,УП,"Астра Зенека  АБ, Швеція",112,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ОДЕССКАЯ,207,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,173.0034,УП,"Астра Зенека  АБ, Швеція",201,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ОДЕССКАЯ,207,Сероквель XR табл.прол.дії 200мг N60 (10х6) блістер,173.0053,УП,"Астра Зенека ЮК Лімітед, Великобританія",3,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ОДЕССКАЯ,207,Сероквель XR табл.прол.дії50мг N60 (10х6) блістер,173.005,УП,"Астра Зенека ЮК Лімітед, Великобританія",3,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ОДЕССКАЯ,207,Симбікорт Турбухалер пор.д / інг.160мкг / 4.5мкг / доза 60 доз ***,173.0031,УП,"Астра Зенека  АБ, Швеція",1555,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ОДЕССКАЯ,207,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,5371001.0,УП,"Астра Зенека  АБ, Швеція",26,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ОДЕССКАЯ,207,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,173.0038,УП,"Астра Зенека  АБ, Швеція",105,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ОДЕССКАЯ,207,Фазлодекс р-н д / ін 250мг / 5мл предв.заполн.шпріц 5мл N2 з 2-ма стер.ігламі*,173.0092,УП,"Астра Зенека ЮК Лімітед, Велика Британія",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ОДЕССКАЯ,207,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,5581002.0,УП,"Астра Зенека ЮК Лімітед, Велика Британія",1415,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ПОЛТАВСКАЯ,208,Аримідекс табл.в / пл.об. 1 мг N28 (14х2) блістер *,173.0011,УП,"Астра Зенека Фармасьютикалс ЛП,США/Астра Зенека ЮК Лiмiтед, Великобританiя",2,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ПОЛТАВСКАЯ,208,Беталок ЗОК табл.в / пл.об. з упов.вив.100мг N30 фл. *,173.0021,УП,"Астра Зенека  АБ, Швеція",9,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ПОЛТАВСКАЯ,208,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,173.0024,УП,"Астра Зенека  АБ, Швеція",53,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ПОЛТАВСКАЯ,208,Беталок ЗОК табл.в / пл.об. з упов.вив.50мг N30 фл. *,173.002,УП,"Астра Зенека  АБ, Швеція",18,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ПОЛТАВСКАЯ,208,Беталок р-н д / ін.1мг / мл 5 мл амп. N5 *,173.0022,УП,"Сенексі, Франція",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ПОЛТАВСКАЯ,208,Брилінта табл. в / пл.об. 60мг №56 (14х4) блістер,5371007.0,УП,"Астра Зенека  АБ, Швеція",2,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ПОЛТАВСКАЯ,208,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,173.0088,УП,"Астра Зенека  АБ, Швеція",213,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ПОЛТАВСКАЯ,208,Будесонід Астразенека сусп.д/расп.0.25 мг/мл 2мл конт.конв.№20(5х4) карт уп*,6503002.0,УП,"АстраЗенека АБ, Швеція",-12,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ПОЛТАВСКАЯ,208,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,6503001.0,УП,"АстраЗенека АБ, Швеція",6,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ПОЛТАВСКАЯ,208,Касодекс табл. в / пл.об. 50мг N28 (14х2) блістер *,173.0007,УП,"Корден Фарма С.п.А (""in bulk"" пак.), Італія ( Астра Зенека ЮК Лімітед, Великобританія)",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ПОЛТАВСКАЯ,208,Крестор табл. в / пл.об. 40мг N28 (7х4),173.0097,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",24,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ПОЛТАВСКАЯ,208,Крестор табл. в / пл.об. 5мг N28 (14х2) блістер,173.0087,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",60,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ПОЛТАВСКАЯ,208,Крестор табл.в / пл.об. 20мг N28 (14х2) блістер,173.0026,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",88,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ПОЛТАВСКАЯ,208,Крестор табл.в / пл.об.10мг N28 (14х2),173.0025,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",106,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ПОЛТАВСКАЯ,208,Ксігдуо Пролонг табл.в / пл.об.прол.дії 10 / 1000мг №28 (7х4) блістер,5543002.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",123,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ПОЛТАВСКАЯ,208,Ксігдуо Пролонг табл.в / пл.об.прол.дії 5 / 1000мг №28 (7х4) блістер,5543003.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",39,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ПОЛТАВСКАЯ,208,Онгліза табл.в / пл.об. 5мг N30 (10х3) блістер,173.0054,УП,"Астра Зенека ЮК Лімітед, Велика Британія",5,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ПОЛТАВСКАЯ,208,Пульмікорт Турбухалер пор.д / інг. 100 мкг / доза 200 доз ***,173.0046,УП,"Астра Зенека  АБ, Швеція",15,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ПОЛТАВСКАЯ,208,Пульмікорт Турбухалер пор.д / інг. 200мкг / доза 100 доз ***,173.0045,УП,"Астра Зенека  АБ, Швеція",12,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ПОЛТАВСКАЯ,208,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,173.0033,УП,"Астра Зенека  АБ, Швеція",201,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ПОЛТАВСКАЯ,208,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) Смотка 1+1 **,5371011.0,УП,"Астра Зенека  АБ, Швеція",38,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ПОЛТАВСКАЯ,208,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,173.0034,УП,"Астра Зенека  АБ, Швеція",164,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ПОЛТАВСКАЯ,208,Сероквель XR табл.прол.дії50мг N60 (10х6) блістер,173.005,УП,"Астра Зенека ЮК Лімітед, Великобританія",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ПОЛТАВСКАЯ,208,Симбікорт Турбухалер пор.д / інг.160мкг / 4.5мкг / доза 60 доз ***,173.0031,УП,"Астра Зенека  АБ, Швеція",209,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ПОЛТАВСКАЯ,208,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,5371001.0,УП,"Астра Зенека  АБ, Швеція",29,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ПОЛТАВСКАЯ,208,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,173.0038,УП,"Астра Зенека  АБ, Швеція",69,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ПОЛТАВСКАЯ,208,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,5581002.0,УП,"Астра Зенека ЮК Лімітед, Велика Британія",504,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",РОВЕНСКАЯ,209,Беталок ЗОК табл.в / пл.об. з упов.вив.100мг N30 фл. *,173.0021,УП,"Астра Зенека  АБ, Швеція",17,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",РОВЕНСКАЯ,209,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,173.0024,УП,"Астра Зенека  АБ, Швеція",54,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",РОВЕНСКАЯ,209,Беталок ЗОК табл.в / пл.об. з упов.вив.50мг N30 фл. *,173.002,УП,"Астра Зенека  АБ, Швеція",50,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",РОВЕНСКАЯ,209,Брилінта табл. в / пл.об. 60мг №56 (14х4) блістер,5371007.0,УП,"Астра Зенека  АБ, Швеція",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",РОВЕНСКАЯ,209,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,173.0088,УП,"Астра Зенека  АБ, Швеція",181,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",РОВЕНСКАЯ,209,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер Спец1,5371013.0,УП,"Астра Зенека  АБ, Швеція",200,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",РОВЕНСКАЯ,209,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,6503001.0,УП,"АстраЗенека АБ, Швеція",37,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",РОВЕНСКАЯ,209,Золадекс капс.д / підшк.введен.прол.дії 3.6мг шпр.-аплік.з зах.мех.N1 *,173.0001,УП,"Астра Зенека ЮК Лімітед, Великобританія",3,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",РОВЕНСКАЯ,209,Касодекс табл. в / пл.об. 50мг N28 (14х2) блістер *,173.0007,УП,"Корден Фарма С.п.А (""in bulk"" пак.), Італія ( Астра Зенека ЮК Лімітед, Великобританія)",3,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",РОВЕНСКАЯ,209,Крестор табл. в / пл.об. 40мг N28 (7х4),173.0097,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",11,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",РОВЕНСКАЯ,209,Крестор табл. в / пл.об. 5мг N28 (14х2) блістер,173.0087,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",11,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",РОВЕНСКАЯ,209,Крестор табл.в / пл.об. 20мг N28 (14х2) блістер,173.0026,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",41,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",РОВЕНСКАЯ,209,Крестор табл.в / пл.об.10мг N28 (14х2),173.0025,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",37,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",РОВЕНСКАЯ,209,Ксігдуо Пролонг табл.в / пл.об.прол.дії 10 / 1000мг №28 (7х4) блістер,5543002.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",73,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",РОВЕНСКАЯ,209,Ксігдуо Пролонг табл.в / пл.об.прол.дії 5 / 1000мг №28 (7х4) блістер,5543003.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",24,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",РОВЕНСКАЯ,209,Онгліза табл.в / пл.об. 5мг N30 (10х3) блістер,173.0054,УП,"Астра Зенека ЮК Лімітед, Велика Британія",2,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",РОВЕНСКАЯ,209,Пульмікорт Турбухалер пор.д / інг. 100 мкг / доза 200 доз ***,173.0046,УП,"Астра Зенека  АБ, Швеція",6,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",РОВЕНСКАЯ,209,Пульмікорт Турбухалер пор.д / інг. 200мкг / доза 100 доз ***,173.0045,УП,"Астра Зенека  АБ, Швеція",1,АСТРАЗЕНЕКА АБ (632)
